Name,Position,University,Place,Code
Guillermo Rodrigo Petzold Maldonado,Associate Professor,UNIVERSIDAD DEL BÍO-BÍO,"Chillan, Chile",10025
Raúl Jesús Enrique Pizarro Sánchez,,UNIVERSIDAD DE PLAYA ANCHA,"Valparaíso, Chile",10026
Pablo Andres Rey,Académico,Universidad Tecnológica Metropolitana,"Santiago, Chile",10027
Javier Alejandro Guerrero Bustamante,Gerente General,Praxis Biotech SpA,"Santiago, Chile",10028
Ivan Esteban Alfaro Cortez,"Associate Professor, Director of Innovation and Technology Development",Universidad del Desarrollo,"Santiago, Chile",10029
Jaime Alejandro Catalán González,,UNIVERSIDAD DE CHILE HOSPITAL CLINICO,"Santiago, Chile",10030
Pablo Tomás Romero Carrasco,Profesor Asociado,Universidad de Chile,"Santiago, Chile",10032
Sergio Fernando Espinoza Parra,,UNIVERSIDAD INTERNACIONAL SEK,"Santiago, Chile",10033
Paulo Contreras Contreras,,UNIVERSIDAD AUSTRAL DE CHILE,"valdivia, Chile",10034
Juan Pablo Salazar Fernández,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10035
Tomas Fernando Koch Ewertz,Assistant,UNIVERSIDAD DE PLAYA ANCHA,"Valparaiso, Chile",10036
Mauricio Fabián Landaeta Díaz,,"FACULTAD DE CIENCIAS DEL MAR, UNIVERSIDAD DE VALPARAÍSO","Viña del Mar, Chile",10037
Raúl Santiago Labbé Morales,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10038
Marely Cuba Díaz,Titular professor,"UNIVERSIDAD DE CONCEPCIÓN, CAMPUS LOS ÁNGELES","Los Ángeles, Chile",10039
Inés Macarena Burdiles Araneda,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10040
Camilo Boza Wilson,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10041
Rodrigo Muñoz Claro,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10042
Diana Isabel Kruger,Profesor Asociado,UNIVERSIDAD ADOLFO IBAÑEZ,"Viña del Mar, Chile",10043
Matias Berthelon,Profesor Asociado,UNIVERSIDAD ADOLFO IBÁÑEZ,"Viña del Mar, Chile",10044
Luis Humberto Tapia Villanueva,,UNIVERSIDAD DEL DESARROLLO,"Santiago, Chile",10047
Karla Kozubova Bortlova,,UNIVERSIDAD DEL DESARROLLO,"Santiago, Chile",10048
Hector Arturo Ortiz Lira,,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN,"Santiago, Chile",10049
Marcela Alejandra Fuentes Delgado,,UNIVERSIDAD CATÓLICA SILVA HENRÍQUEZ,"Santiago, Chile",10050
Daniel Ignacio Pereira Pereira,Profesor Asistente,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10051
Magaly Silvia Ruiz Mella,,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10052
Manuel Enrique Pinto Contreras,ACADÉMICO,Universidad de O'Higgins,"San Fernando, Chile",10053
Margarita Del Carmen Makuc Sierralta,,UNIVERSIDAD DE MAGALLANES,"Punta Arenas, Chile",10054
Benita Hortensia Quilodrán Toloza,académica,UNIVERSIDAD DE LOS LAGOS,"Puerto Montt, Chile",10055
Ivonne Hinzpeter Gonzalez,,UNIVERSIDAD DE LOS LAGOS,"Puerto Montt, Chile",10056
Marcel André Thezá Manríquez,,UNIVERSIDAD DE LOS LAGOS,"Santiago, Chile",10057
Marcelo Olivares Acuña,Assistant Professor,Universidad de Chile,"Santiago, Chile",10058
Alberto Javier Mayorga Rojel,,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10060
Pilar Elizabeth Ulloa Huilcaman,Director of Agronomy School ,Universidad de Las Américas,"Santiago , Chile",10061
Cristian Manuel Araneda Tolosa,Associate Professor,"UNIVERSIDAD DE CHILE, FACULTAD DE CIENCIAS AGRONÓMICAS","Santiago, Chile",10062
María Ángela Barbieri Bellolio,,INSTITUTO FOMENTO PESQUERO,"VALPARAISO, Chile",10063
Emilia Sanhueza Reinoso,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10064
Javier Andrés Couso Salas,,"FACULTAD DE DERECHO, UNIVERSIDAD DIEGO PORTALES","Santiago, Chile",10065
Judith Barbara Schönsteiner,Profesora asociada,UNIVERSIDAD DIEGO PORTALES,"Santiago, Chile",10066
juan miguel le-bert Montaldo,"Profesor, jornada parcial",FACULTAD DE CIENCIAS SOCIALES. Universidad de Chile,"Santiago, Chile",10067
Maximiliano Soto Sepulveda,,CAPABLANCA CONSULTORES,"Santiago, Chile",10068
Ricardo Elías Valdivia Pinto,,UNIVERSIDAD DE TARAPACÁ,"Arica, Chile",10069
Diego Alberto Aracena Pizarro,,UNIVERSIDAD DE TARAPACÁ ARICA,"Arica, Chile",10070
Fernando Antonio Abarzúa Camus,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10071
María Soledad Urzúa Baquedano,Profesor Asistente,HOSPITAL CLINICO PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10072
Claudio Mauricio Vera Perez-gacitua,Assitant Professor,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10073
Juan Pedro Kusanovic Pivcevic,Jefe CIMAF,"SERV. DE SALUD METROPOLITANA SUR ORIENTE, HOSPITAL SOTERO DEL RIO","Santiago, Chile",10074
Claudio Andres Alister Herdener,,UNIVERSIDAD VIÑA DEL MAR,"Viña del Mar, Chile",10075
Marcelo Kogan Alterman,,UNIVERSIDAD DE VIÑA DEL MAR,"Viña del Mar, Chile",10076
Miriam Elizabeth Cid Uribe,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10079
Mario Samaniego-poblete Vallejos,,THE ANGEL,"Santiago, Chile",10080
Marcelo Andrés Muñoz Flores,Profesor Auxiliar,Universidad Austral de Chile,"Valdivia, Chile",10083
Sandra Elena Iturrieta Olivares,,UNIV. CATÓLICA CARDENAL RAÚL SILVA HENRÍQUEZ,"Santiago, Chile",10084
Paula Judith Leiva Sandoval,,UNIVERSIDAD CATÓLICA CARDENAL SILVA HENRÍQUEZ,"Santiago, Chile",10085
Andrés Fernado Roldán Tonioni,Académico,UNIVERSIDAD CATÓLICA DE TEMUCO,"Temuco, Chile",10086
Víctor Hugo Faúndez Apablaza,,UNIVERSIDAD CATOLICA DE LA SSMA. CONCEPCION,"CONCEPCION, Chile",10087
Helena Nuñez Andrade,Research Assistant,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10088
Claudia Lorena Torres Farfan,Full Professor,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10089
Juan Emilio Cheyre Espinosa,Director and Professor,Pontifical Catholic University of Chile,"Santiago, Chile",10090
Felipe Alberto Moreno Godoy,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10091
Nicolás Rafael Cobo Romani,Deputy Director,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10092
Paula Jullian Romani,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10093
DIANA VERONICA RIVERA OTTENBERGER,Profesor Docente Asistente,PONTIFICIA UNIVERSIDADA CATÓLICA DE CHILE. ESCUELA DE PSICOLOGÍA,"Santiago, Chile",10094
Patricio Salvador Cumsille Eltit,Professor,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10095
Carmen Aída Domínguez Hidalgo,Profesora Titular,FACULTAD DE DERECHO PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10096
Mauricio Osvaldo Contreras González,,UNIVERSIDAD ADOLFO IBÁÑEZ,"Santiago, Chile",10097
Manuel Francisco Meneses Ciuffardi,,INSTITUTO NACIONAL DEL TORAX,"Santiago, Chile",10098
Cristian Leyton Salas,,UNIVERISDAD BERNARDO O`HIGGINS,"STGO, Chile",10099
María   Loreto Martínez  Guzmán,Full Professor,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10100
Pirjo Huovinen,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10101
Eduardo González Császár,,UNIVERSIDAD ADOLFO IBÁÑEZ,"Santiago, Chile",10102
Ana Patricia León Urquijo,,UNIVERSIDAD DE LOS LAGOS,"Osorno, Chile",10103
Amanda Amelia Navarrete Sauterel,,UNIVERSIDAD DE LOS LAGOS,"Osorno, Chile",10104
Marcela Ivonne Cruzat Arriagada,,UNIVERSIDAD DE LOS LAGOS,"Osorno, Chile",10105
Luis Gonzalo Acosta Espejo,Académico,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Santiago, Chile",10106
William King Brooks -,Professor of Physics and Experimental group leader,Universidad Técnica Federico Santa María,"Valparaíso, Chile",10107
Claudia Andrea Rojas Venegas,,UNIVERSIDAD DEL PACÍFICO,"Santiago, Chile",10108
Leonora Rocío Torres Matus,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10109
Luis Alejandro Machuca Silva,,UNIVERSIDAD PEDRO DE VALDIVIA,"Santiago, Chile",10110
Irma Gabriela Freixas Soto,,EJÉRCITO DE CHILE. DIVISIÓN EDUCACIÓN,"SANTIAGO, Chile",10111
Andrea Carolina Reyes Mella,,COLEGIO SANTA FILOMENA FUNDACIÓN ODEC,"Quintero, Chile",10112
Ruben Evanan Alvarado Vera,Medico geriatra,CENTRO DE REHABILITACIÓN CAPREDENA LA FLORIDA,"Santiago, Chile",10113
Loreto de los Angeles Olavarria Vera,Neuropsicologa,Clinica de Memoria y Neuropsiquiatris,"Santiago, Chile",10114
Vilma Pilar Rebolledo Saez,,CENTRO DE REHABILITACIÓN CAPREDENA LA FLORIDA,"Santiago, Chile",10115
Maria Jose Galvez Perez,,HOSPITAL CLÍNICO FUERZA AÉREA DE CHILE,"Santiago, Chile",10116
Martin Gaskell,,UNIVERSIDAD DE VALPARAÍSO,"Valparaíso, Chile",10117
Rodrigo -- Ramos Jiliberto,Full Professor,Universidad Mayor de Chile,"Santiago, Chile",10118
Pablo Moisset De Espanes Goytia,,CENTRO DE DINAMICA CELULAR Y BIOTECNOLOGIA,"santiago, Chile",10119
Juana Eugenia Arias Rojas,,INSTITUTO PROFESIONAL DE PROVIDENCIA S. A.,"Santiago, Chile",10120
Gabriela Paz Pomes Correa,,INSTITUTO PROFESIONAL PROVIDENCIA,"Santiago, Chile",10121
María Elena Fuentes Morales,,INSTITUTO PROFESIONAL DE PROVIDENCIA S.A.,"Concepción, Chile",10122
Francisco Javier Rubio Gallego,,UNIVERSIDAD DE LOS ANDES,"Santiago, Chile",10123
Leon Aloys Bravo Ramirez,Profesor Titular,UNIVERSIDAD DE LA FRONTERA,"Temuco, Chile",10124
Duncan Andres Christie Browne,Profesor Asociado,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10125
Cecilia Pilar Aguayo Cuevas,,UNIVERSIDAD ANDRÉS BELLO ESCUELA DE TRABAJO SOCIAL,"Santiago, Chile",10126
Fernando Valencia Murcia,,UNIVERSIDAD NACIONAL ANDRÉS BELLO,"Santiago, Chile",10127
Jorge Antonio Kusanovic Galleguillos,,UNIVERSIDAD INTERNACIONAL SEK,"SANTIAGO, Chile",10128
Víctor Genaro Yazigi Irribarra,,UNIVERSIDAD INTERNACIONAL SEK,"SANTIAGO, Chile",10129
Cristian Francisco Bonacic Salas,Profesor Titular,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10130
Luis Alberto Basáez Ramírez,,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10131
Matteo Maria Triossi Verondini,,"UNIVERSIDAD DE CHILE, DEPARTAMENTO DE INGENIERÍA INDUSTRIAL","Santiago, Chile",10132
Daniela Anita Ruiz Rojas,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Valparaíso, Chile",10133
Cecilia Ramirez Lira,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Valparaíso, Chile",10134
Jorge Rodríguez Mendoza,,UNIVERSIDAD ANDRÉS BELLO,"Santiago, Chile",10135
Héctor Hernández Basualto,Profesor de jornada completa,"UNIVERSIDAD DIEGO PORTALES, FACULTAD DE DERECHO","Santiago, Chile",10136
Leonardo Liberman,Researcher ,Libens R&D,"Santiago, Chile",10137
David Emilio Morales Troncoso,,UNIVERSIDAD DIEGO PORTALES,"SANTIAGO, Chile",10138
Eduardo Chaparro Ramos,,HOSPITAL REGIONAL ANTOFAGASTA,"ANTOFAGASTA, Chile",10140
Verónica Alejandra Reyes Alvarez,,DOMOS CONSULTORES EN ARQUEOLOGÍA,"Santiago, Chile",10141
Oscar Salvador Toro Bardeci,,COLEGIO DE ARQUEÓLOGOS DE CHILE A.G.,"Santiago, Chile",10142
Felipe Delgado Breinbauer,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10144
Guillermo Palma Aguirre,,UNIVERSIDAD DE SANTIAGO DE CHILE,"Santiago, Chile",10145
Verónica Irribarra,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10147
Gabino Garrido Garrido,Profesor Asociado,UNIVERSIDAD CATOLICA DEL NORTE,"Antofagasta, Chile",10148
Patricia Tatiana Pozo Sanhueza,Académico,UNIVERSIDAD CATÓLICA DEL NORTE,"Antofagasta, Chile",10149
Cristhian Exequel Pérez Villalobos,Profesor Asociado,University of Concepcion,"Concepción, Chile",10150
Graciela Isabel Torres Araneda,,UNIVERSIDAD SAN SEBASTIÁN,"Concepción, Chile",10151
Peter Anthony Mc Coll Calvo,,UNIVERSIDAD ANDRES BELLO,"Viña del Mar, Chile",10152
Andrea Alejandra Meyer Kother,,UNIVERSIDAD CATÓLICA DE LA SANTÍSIMA CONCEPCIÓN,"Concepción, Chile",10153
Eduardo Fajnzylber Reyes,,UNIVERSIDAD ADOLFO IBÁÑEZ,"Santiago, Chile",10155
ALDO ARTURO MASCAREÑO LARA,Professor Investigador Senior,Centro de Estudios Públicos,"Santiago, Chile",10156
Thomas Hyazinth Puzia .,Associate Professor,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE - DPTO. ASTRONOMIA Y ASTROFISICA,"Santiago, Chile",10157
Juan Guillermo Gormaz Araya,,UNIVERSIDAD DE CHILE,"Santiago, Chile",10158
Maria Beatriz Piderit Moreno,Profesor Asociado,Universidad del Bío-Bío,"Concepcion, Chile",10160
Mauricio Enrique Ramirez Molina,,UNIVERSIDAD DE TALCA ESCUELA DE ARQUITECTURA,"Talca, Chile",10161
CLAUDIO CARRASCO ALDUNATE,,UNIVERSIDAD DE VALPARAISO,"VALPARAISO, Chile",10162
Diego Ignacio Ibarra Argelery,,ENERGY ARQ,"Santiago, Chile",10163
Roberto Gonzalez Gutierrez,Full Professor,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10164
Patricia Del Carmen González Sánchez,Profesor Asistente,Facultad Ciencias Ambientales / Centro Eula ,"Concepción, Chile",10166
María De las Mercedes Aravena Díaz,DIRECTORA DOCTORADO EN DIDACTICA DE LA MATEMATICA,Universidad Católica del Maule,"TALCA, Chile",10167
Pablo Andrés Cáceres Serrano,Profesor,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Viña del Mar, Chile",10168
María Verónica Leiva Guerrero,Directora Magíster en Liderazgo y Gestión en Organizaciones Escolares,Pontificia Universidad Católica de Valparaíso,"Valparaíso, Chile",10169
Enrique Ignacio Acuña Duhart,Adjunct Professor,Laurentian University,"Sudbury, Canada",10170
Daniel Andrés Hojman Trujilllo,,"DEPARTAMENTO DE ECONOMÍA, FEN, UNIVERSIDAD DE CHILE","Santiago, Chile",10171
Juan Pablo Rodríguez López,Postdoctoral research fellow,University of Oxford,"Oxford, Reino Unido",10172
Patricio Altamirano Arancibia,,UNIVERSIDAD ARCIS,"Santiago, Chile",10173
Osvaldo Enrique Blanco Sepúlveda,Profesor Adjunto,Universidad Andrés Bello,"Santiago, Chile",10174
Juan Pablo Rodríguez López,,UNIVERSIDAD ARCIS,"Santiago, Chile",10175
Pablo Cottet Soto,,U ARCIS,"Santigo, Chile",10176
Alejandro Iván Escobar Lobos,,UNIVERSIDAD ARCIS,"sANTIAGO, Chile",10177
Leonel Yáñez Uribe,,UNIVERSIDAD ARTES Y CIENCIAS SOCIALES ARCIS,"Santiago, Chile",10178
Freddy Mora Poblete,Associate professor,UNIVERSIDAD DE TALCA,"Talca, Chile",10179
Andrea Luigi Tironi,Profesor Asociado,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10180
RODRIGO ARTURO INFANTE ESPIÑEIRA,Profesor Titular,UNIVERSIDAD DE CHILE,"Santiago, Chile",10182
Maria Elena Cabrera Contreras, Jefe Seccion Hematologia, SSMO. Hospital del Salvador,"Santiago, Chile",10183
Juan Pablo Torres Cepeda,Profesor Asistente,Universidad de Chile,"Santiago, Chile",10184
Gerardo Octavio Muñoz Troncoso,Académico,Universidad Austral de Chile,"Valdivia, Chile",10185
Maria Luisa Garmendia Miguel,ACADEMICO,UNIVERSIDAD DE CHILE ,"SANTIAGO, Chile",10186
Mauricio Ruiz Carmona,,HOSPITAL CLÍNICO U. DE CHILE,"Santiago, Chile",10187
Rodrigo Alejandro Vidal Rojas,Académico,Universidad de Santiago de Chile,"Santiago de Chile, Chile",10188
Juan Patricio Ibáñez Rivera,Académico,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10189
Alvaro Gonzalo Aracena Caipa,,UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,"Valparaíso, Chile",10190
Jorge Cristian Joo Nagata,Docente,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACIÓN,"Santiago, Chile",10192
Carlos Felipe Quintana Sotomayor,,DIRECCIÓN GENERAL DE AGUAS,"Santiago, Chile",10193
Rosa  María Alzamora Mallea,Assistant proffesor,University of Concepción,"CONCEPCION, Chile",10194
Emilio Edmundo Moyano Díaz,Académico Invstigador,UNIVERSIDAD DE TALCA,"Talca, Chile",10195
Tatiana Andrea Canales Opazo,,UNIVERSIDAD DE TALCA,"Talca, Chile",10196
Jimena Cuenca Moreno,Investigador/profesor,Universidad de Los Andes,"Santiago, Chile",10198
Alejandro Badilla Piñeiro,,CONSULTA PARTICULAR,"Santiago, Chile",10199
Roser Areny Micas,,HOSPITAL FELIX BULNES,"Santiago, Chile",10200
Patricio Antonio Torres Morales,,INSTITUTO DE ECOLOGÍA Y EVOLUCIÓN,"Valdivia, Chile",10201
Claudio Osvaldo Ayala Bravo,,UNIVERSIDAD DE ANTOFAGASTA,"Antofagasta, Chile",10202
Edward Leonardo Fuentealba Vidal,Executive Director,Universidad de Antofagasta,"Antofagasta, Chile",10203
Carlos Andrés Portales Echeverría,,"FACULTAD DE CIENCIAS ECONÓMICAS Y ADMINISTRATIVAS, PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE","Santiago, Chile",10204
Luis Marcos Valenzuela Blejer,Director,UNIVERSIDAD ADOLFO IBAÑEZ,"Santiago, Chile",10205
Víctor Francisco Molina Bahamonde,,ESTUDIOS SOCIALES APLICADOS LTDA.,"Valparaíso, Chile",10207
Rodrigo Riquelme Salazar,Associate Professor,UNIVERSIDAD CATÓLICA DEL NORTE,"Antofagasta, Chile",10208
eduardo antonio campos sepulveda,Profesor Asociado,UNIVERSIDAD CATÓLICA DEL NORTE,"Antofagasta, Chile",10209
Carlos Jorge Marquardt Román,"Profesor asistente, investigador, Geólogo",Pontificia Universidad Catolica de Chile,"Santiago, Chile",10210
Monica María Saldarriaga Córdoba,,UNIVERSIDAD IBEROAMERICANA DE CIENCIA Y TECNOLOGÍA,"Santiago, Chile",10211
Paola Alejandra Jara Arancio,Investigador Adjunto,INSTITUTO DE ECOLOGÍA Y BIODIVERSIDAD,"santiago, Chile",10212
Nora Mariane Lutz Riquelme,Researcher,UNIVERSIDAD DE VALPARAISO,"Valparaiso, Chile",10213
Rodrigo Andrés Ruiz Encina,,UNIVERSIDAD ARCIS,"Santiago, Chile",10214
Pablo Eduardo Baeza Virgilio,,UNIVERSIDAD DE ARTES Y CIENCIAS SOCIALES,"Santiago, Chile",10215
Tania Isabel Madriaga Flores,,I. MUNICIPALIDAD DE LA REINA,"Santiago, Chile",10216
Gonzalo Sergio Valdivia Cabrera,"Division Head, Full Professor",PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10217
Vasthi López Palma,Profesor Asociado,Universidad Católica del Norte,"Coquimbo, Chile",10218
Gerard Hernan Casaubon Cruzat,,DICTUC SA,"Santiago, Chile",10219
Samuel Edmundo Cordova Alvestegui,,"ESCUELA DE MEDICINA, PONTIFICA UNIVERSIDAD CATÓLICA DE CHILE","Santiago, Chile",10220
Jorge Barra González,,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10221
Maria Eugenia Tapia Aravena,Profesor Asociado,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10222
Claudia Andrea Asenjo Lobos,Researcher,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10223
Jacqueline Del Rosario Concha Olmos,,UNIVERSIDAD DE VALPARAÍSO,"Valparaíso, Chile",10224
Laureano Checa,Profesor asistente,UNIVERSIDAD DE CHILE,"Ñuñoa, Chile",10225
Mireya Paz Valdebenito Verdugo,,DEMOSCÓPICA,"Santiago, Chile",10226
Ximena Andrea Poo Figueroa,Directora de Extensión y Comunicaciones,"INSTITUTO DE COMUNICACIÓN E IMAGEN, UNIVERSIDAD DE CHILE","Santiago, Chile",10227
Jorge Ferrada Herrera,,PONTIFICIA UNIVERSIDAD CATÓLICA DE VALPARAÍSO,"Viña del Mar, Chile",10230
Luis R. Oro Tapia,,CENTRO DE ANÁLISIS E INVESTIGACIÓN POLÍTICA,"Santiago, Chile",10231
Nicolás David Del Valle Orellana,,CENTRO DE ANÁLISIS E INVESTIGACIÓN POLÍTICA,"Santiago, Chile",10232
Diego Nicolás Sazo Muñoz,,CENTRO DE ANÁLISIS E INVESTIGACIÓN POLÍTICA,"Santiago, Chile",10233
Oscar Armando Jaramillo Castro,Profesor Investigador,Universidad Finis Terrae,"Santiago, Chile",10234
Lucía Castellón Aguayo,,"UNIVERSIDAD MAYOR, INSTITUTO DE COMUNICACIÓN Y NUEVAS TECNOLOGÍAS","Santiago, Chile",10235
Francisco Javier Mas Fernández,,"UNIVERSIDAD MAYOR, INSTITUTO DE COMUNICACIÓN Y NUEVAS TECNOLOGÍAS","Santiago, Chile",10236
Julio Lamilla Gómez,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10237
Claudio Barria Oyarzo,,UNIVERSIDAD AUSTRAL DE CHILE,"Valdivia, Chile",10238
Enzo Acuña Soto,,UNIVERSIDAD CATOLICA DEL NORTE,"Coquimbo, Chile",10239
Ismael Peric Avendaño,,UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10240
Rodrigo Salcedo Hansen,,UNIVERSIDAD CATÓLICA DEL MAULE,"Talca, Chile",10241
Alejandra Paz Rasse Figueroa,Profesor Asistente Ordinario,Pontificia Universidad Católica de Chile,"Santiago, Chile",10242
Claudia Monica Concha Saldias,,UNIVERSIDAD CATOLICA DEL MAULE,"Curico, Chile",10243
Priscila Natalia Cartes Riquelme,,UNIVERSIDAD DE CONCEPCION,"Concepcion, Chile",10245
Priscila Ester Moraga Suazo,investigadora,CENTRO DE BIOTECNOLOGÍA- UNIVERSIDAD DE CONCEPCIÓN,"Concepción, Chile",10246
Sergio Andrés Reyne Heise,,SOCIEDAD AGRÍCOLA Y GANADERA PEHUÉN LTDA.,"Victoria, Chile",10247
Cesar Giovanni Sanchez Rojel,Profesor asistente,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"santiago, Chile",10248
Claudia Beatriz Ortega Mogilevich,,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,"Santiago, Chile",10249
Hernando Armes Bustos Andreu,,"UNIVERSIDAD DE TARAPACÁ, ESCUELA DE ING. INDUST. INFORMAT. Y SIST","Arica, Chile",10250
Victoria Jeanette Espinosa Santos,,UNIVERSIDAD DE TARAPACÁ,"ARICA, Chile",10251
Maximiliano Salinas Campos,,USACH,"Santiago, Chile",10252
Jorge Rueda Castro,,USACH,"Santiago, Chile",10253
Cristóbal Orrego Sánchez,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10254
Alex Van Weezel De La Cruz,,PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE,"Santiago, Chile",10255
